Time,Retention
58.209,-0.0661284685038994
58.21,-0.066129295031315
58.210999999,-0.0661300023821124
58.212,-0.0661307342377713
58.213,-0.0661313689724865
58.213999999,-0.0661320956052853
58.215,-0.066132814876882
58.216,-0.0661335148174623
58.216999999,-0.0661341609604103
58.218,-0.0661348332636635
58.219,-0.0661354280589901
58.219999999,-0.0661362417179812
58.220999999,-0.066137035551625
58.222,-0.0661378009006967
58.222999999,-0.0661386889291972
58.223999999,-0.0661392826299153
58.225,-0.0661399468412604
58.225999999,-0.0661405955616412
58.226999999,-0.0661412810000623
58.228,-0.0661420559407874
58.228999999,-0.066142811314081
58.229999999,-0.0661435277711731
58.231,-0.066144192171935
58.231999999,-0.0661449027504295
58.232999999,-0.0661457023070817
58.234,-0.066146392566091
58.234999999,-0.0661471274122264
58.235999999,-0.0661478209703739
58.237,-0.0661484486720274
58.237999999,-0.066149137077828
58.238999999,-0.0661499087545458
58.24,-0.0661506319755835
58.240999999,-0.0661515065360338
58.241999999,-0.0661523135380467
58.243,-0.0661529846489341
58.243999999,-0.0661536382122866
58.244999999,-0.0661543601979173
58.246,-0.0661550972170001
58.247,-0.0661558085029218
58.247999999,-0.0661565774185218
58.249,-0.0661572803406994
58.25,-0.066157892958746
58.250999999,-0.0661587513140807
58.252,-0.0661595215538547
58.253,-0.0661602806153019
58.253999999,-0.0661610788271052
58.255,-0.0661617822769449
58.256,-0.0661624510159836
58.256999999,-0.0661631385935495
58.258,-0.0661638453397145
58.259,-0.0661645957895643
58.259999999,-0.0661654075389375
58.261,-0.0661661507275297
58.262,-0.0661669077314017
58.262999999,-0.0661675893197366
58.264,-0.0661684181074202
58.265,-0.06616916931884
58.265999999,-0.0661698826290526
58.267,-0.0661705641318509
58.268,-0.0661712127785438
58.268999999,-0.0661718453964425
58.27,-0.0661726104920182
58.271,-0.0661734276559608
58.271999999,-0.0661741624598888
58.273,-0.0661749038201601
58.274,-0.0661756171312516
58.274999999,-0.066176203590331
58.276,-0.0661769488645613
58.277,-0.0661776914492204
58.277999999,-0.0661784045268409
58.279,-0.0661791014651062
58.28,-0.0661797297084702
58.280999999,-0.0661804369150198
58.281999999,-0.0661811364602421
58.283,-0.0661819849869075
58.283999999,-0.0661826943784433
58.284999999,-0.0661834743183832
58.286,-0.0661841849373549
58.286999999,-0.0661848784087944
58.287999999,-0.0661855202246292
58.289,-0.0661862546240853
58.289999999,-0.0661870313948985
58.290999999,-0.0661877161848728
58.292,-0.0661884437333453
58.292999999,-0.0661891892400354
58.293999999,-0.0661898590947351
58.295,-0.0661906248601744
58.295999999,-0.0661913159568331
58.296999999,-0.0661920906996029
58.298,-0.066192892569731
58.298999999,-0.0661935190216807
58.299999999,-0.0661940917089026
58.301,-0.0661948024892564
58.301999999,-0.0661955222375458
58.302999999,-0.06619632608164
58.304,-0.0661971581313802
58.304999999,-0.0661978338070571
58.305999999,-0.0661985095893222
58.307,-0.0661992587656167
58.308,-0.0661999919135729
58.308999999,-0.0662005995578622
58.31,-0.0662014049014142
58.311,-0.0662021575632512
58.311999999,-0.0662028490399719
58.313,-0.0662036294026144
58.314,-0.0662044510835344
58.314999999,-0.0662052085907629
58.316,-0.0662060318836406
58.317,-0.0662067830012283
58.317999999,-0.0662074545456881
58.319,-0.0662080595444075
58.32,-0.0662088033740508
58.320999999,-0.0662095141280016
58.322,-0.0662101575013856
58.323,-0.0662109010591643
58.323999999,-0.0662115566920043
58.325,-0.0662122297344198
58.326,-0.0662130014475669
58.326999999,-0.0662137316124424
58.328,-0.0662144242721591
58.329,-0.0662151149566845
58.329999999,-0.0662157914910009
58.331,-0.0662164276668384
58.332,-0.0662171580278252
58.332999999,-0.0662179472000865
58.334,-0.0662187505888271
58.335,-0.0662195748686549
58.335999999,-0.0662203073180197
58.337,-0.0662210015913773
58.338,-0.0662216838847395
58.338999999,-0.0662224227581068
58.34,-0.0662230801622651
58.341,-0.0662237759803788
58.341999999,-0.0662245079891318
58.343,-0.0662251656611553
58.344,-0.0662259098618473
58.344999999,-0.0662266451660039
58.345999999,-0.0662274553101492
58.347,-0.0662281461577448
58.347999999,-0.0662288215346504
58.348999999,-0.0662295291825325
58.35,-0.0662300509561815
58.350999999,-0.0662307499381793
58.351999999,-0.0662315191889901
58.353,-0.0662322255054767
58.353999999,-0.066232998683621
58.354999999,-0.0662337888714205
58.356,-0.0662345338624223
58.356999999,-0.0662353136307285
58.357999999,-0.0662360177044614
58.359,-0.0662366766353085
58.359999999,-0.0662373237629142
58.360999999,-0.0662379729396954
58.362,-0.0662386405670434
58.362999999,-0.0662393543103416
58.363999999,-0.0662400171470273
58.365,-0.0662408080325233
58.365999999,-0.0662416051454133
58.366999999,-0.0662423320478708
58.368,-0.0662430363900107
58.368999999,-0.0662436291015743
58.369999999,-0.0662443006572299
58.371,-0.0662450373260132
58.372,-0.0662458253338529
58.372999999,-0.0662465531042573
58.374,-0.0662472516649238
58.375,-0.0662479058044979
58.375999999,-0.0662487026669678
58.377,-0.0662494169624026
58.378,-0.0662502404609281
58.378999999,-0.0662510408331383
58.38,-0.0662516571454164
58.381,-0.0662522293031222
58.381999999,-0.0662529056905673
58.383,-0.0662536911212139
58.384,-0.0662543913455542
58.384999999,-0.0662552302969956
58.386,-0.0662559844848202
58.387,-0.0662567186080541
58.387999999,-0.0662574756451302
58.389,-0.0662581673282374
58.39,-0.0662588859581787
58.390999999,-0.066259549838813
58.392,-0.0662602618836139
58.393,-0.0662608638499661
58.393999999,-0.0662614973001228
58.395,-0.0662622462639089
58.396,-0.0662629743140977
58.396999999,-0.0662636714049974
58.398,-0.0662645328872584
58.399,-0.0662652765412376
58.399999999,-0.0662658978304115
58.401,-0.0662666845174419
58.402,-0.0662674412272873
58.402999999,-0.0662681822994216
58.404,-0.0662690300707723
58.405,-0.0662697750925219
58.405999999,-0.0662704601112226
58.406999999,-0.0662712754323541
58.408,-0.0662721487440499
58.408999999,-0.0662728820483136
58.409999999,-0.0662736020796034
58.411,-0.0662742611951683
58.411999999,-0.0662748674305957
58.412999999,-0.0662755188158034
58.414,-0.0662762904079664
58.414999999,-0.0662770451577811
58.415999999,-0.0662778279938399
58.417,-0.0662786132616275
58.417999999,-0.0662793199762256
58.418999999,-0.0662799442537435
58.42,-0.0662806807449449
58.420999999,-0.0662814406015329
58.421999999,-0.0662822361268027
58.423,-0.0662829680117323
58.423999999,-0.0662836900703086
58.424999999,-0.0662843088623222
58.426,-0.0662851188687509
58.426999999,-0.0662859037810994
58.427999999,-0.0662867014163931
58.429,-0.0662874660082455
58.429999999,-0.0662882146001994
58.430999999,-0.0662888103141396
58.432,-0.0662894905817724
58.433,-0.066290173552445
58.433999999,-0.0662908928250581
58.435,-0.0662917126584005
58.436,-0.0662924060560566
58.436999999,-0.066293074039819
58.438,-0.0662938025753008
58.439,-0.0662945593590066
58.439999999,-0.0662952492804789
58.441,-0.0662960047001573
58.442,-0.0662967136028275
58.442999999,-0.0662972981630736
58.444,-0.0662979826950797
58.445,-0.0662986895428201
58.445999999,-0.0662994261260759
58.447,-0.0663002604874069
58.448,-0.0663009982383109
58.448999999,-0.0663017453771969
58.45,-0.0663024260354209
58.451,-0.0663030895678977
58.451999999,-0.0663038111777258
58.453,-0.0663045660660502
58.454,-0.0663052809109976
58.454999999,-0.0663059796101091
58.456,-0.0663065521322829
58.457,-0.0663072800025288
58.457999999,-0.0663080952665095
58.459,-0.0663089210709534
58.46,-0.0663096602898156
58.460999999,-0.0663102951534459
58.462,-0.0663108433479965
58.463,-0.0663116053976097
58.463999999,-0.0663122737552414
58.465,-0.0663130319297712
58.466,-0.0663137849447317
58.466999999,-0.066314537219259
58.468,-0.0663152812546628
58.469,-0.0663159174805549
58.469999999,-0.0663166639085166
58.470999999,-0.0663173071686974
58.472,-0.0663180551749338
58.472999999,-0.0663186765587546
58.473999999,-0.0663193233393288
58.475,-0.0663199137638317
58.475999999,-0.0663206536895604
58.476999999,-0.0663213891152859
58.478,-0.066322068272462
58.478999999,-0.066322873976676
58.479999999,-0.0663236245335245
58.481,-0.066324259544867
58.481999999,-0.0663249699084262
58.482999999,-0.0663257263194279
58.484,-0.066326448490587
58.484999999,-0.0663271709631963
58.485999999,-0.0663278078831945
58.487,-0.066328424612638
58.487999999,-0.0663292518434372
58.488999999,-0.0663299563295514
58.49,-0.0663307319490586
58.490999999,-0.0663314954148856
58.491999999,-0.0663321860581412
58.493,-0.0663328766787415
58.493999999,-0.0663335723188679
58.494999999,-0.0663343265642665
58.496,-0.0663351068034895
58.497,-0.0663358387412747
58.497999999,-0.066336561794145
58.499,-0.0663372685116368
58.5,-0.0663379493810145
58.500999999,-0.0663387117818782
58.502,-0.0663394269453363
58.503,-0.0663401585163306
58.503999999,-0.0663408609003094
58.505,-0.0663415902028123
58.506,-0.0663422224447599
58.506999999,-0.0663429686938186
58.508,-0.0663437057308542
58.509,-0.0663444957689196
58.509999999,-0.0663452954202364
58.511,-0.0663460066709498
58.512,-0.0663466432934102
58.512999999,-0.0663473548260133
58.514,-0.0663480656871247
58.515,-0.0663487495591439
58.515999999,-0.0663494591745541
58.517,-0.0663501683150066
58.518,-0.0663508647802581
58.518999999,-0.0663516280833042
58.52,-0.066352423487357
58.521,-0.0663531551806431
58.521999999,-0.066353885111269
58.523,-0.0663545767855485
58.524,-0.0663552985953485
58.524999999,-0.0663559309851161
58.526,-0.0663566909947498
58.527,-0.0663574409279821
58.527999999,-0.0663581958194596
58.529,-0.0663589196084052
58.53,-0.0663596322230315
58.530999999,-0.066360325726683
58.531999999,-0.0663610922200817
58.533,-0.0663618469986642
58.533999999,-0.0663625622451767
58.534999999,-0.0663633383653493
58.536,-0.0663640786871316
58.536999999,-0.0663647823091563
58.537999999,-0.0663655264003803
58.539,-0.0663663534583752
58.539999999,-0.0663671419255765
58.540999999,-0.0663679338147763
58.542,-0.0663686367730778
58.542999999,-0.0663692663267039
58.543999999,-0.0663699558423364
58.545,-0.0663707061119194
58.545999999,-0.0663713606296043
58.546999999,-0.066372100646754
58.548,-0.0663728347912086
58.548999999,-0.0663735210570666
58.549999999,-0.0663742806844376
